Fecha,Lectura Km,Km recorridos,Litros,Precio litro,Precio,Consumo ord.,Consumo real,Precio Km
2021-03-01,null,null,null,null,null,null,null,null
2021-03-02,null,null,null,null,null,null,null,null
2021-03-03,null,null,null,null,null,null,null,null
2021-03-04,null,null,null,null,null,null,null,null
2021-03-05,null,null,null,null,null,null,null,null
2021-03-06,null,null,null,null,null,null,null,null
2021-03-07,null,null,null,null,null,null,null,null
2021-03-08,null,null,null,null,null,null,null,null
2021-03-09,null,null,null,null,null,null,null,null
2021-03-10,24705,728,41.46,1.029,42.66,5.4,5.7,0.06
2021-03-11,null,null,null,null,null,null,null,null
2021-03-12,null,null,null,null,null,null,null,null
2021-03-13,null,null,null,null,null,null,null,null
2021-03-14,null,null,null,null,null,null,null,null
2021-03-15,null,null,null,null,null,null,null,null
2021-03-16,null,null,null,null,null,null,null,null
2021-03-17,null,null,null,null,null,null,null,null
2021-03-18,null,null,null,null,null,null,null,null
2021-03-19,null,null,null,null,null,null,null,null
2021-03-20,null,null,null,null,null,null,null,null
2021-03-21,null,null,null,null,null,null,null,null
2021-03-22,null,null,null,null,null,null,null,null
2021-03-23,null,null,null,null,null,null,null,null
2021-03-24,null,null,null,null,null,null,null,null
2021-03-25,null,null,null,null,null,null,null,null
2021-03-26,null,null,null,null,null,null,null,null
2021-03-27,null,null,null,null,null,null,null,null
2021-03-28,25420,715,38.73,1.059,41.02,5.1,5.4,0.06
